,CSM5FZ3N_P_taxonomy_closed_reference.biom,CSM5FZ3X_P_taxonomy_closed_reference.biom,CSM5FZ3Z_P_taxonomy_closed_reference.biom,CSM5FZ44_P_taxonomy_closed_reference.biom,CSM5FZ46_P_taxonomy_closed_reference.biom,CSM5FZ48_P_taxonomy_closed_reference.biom,CSM5FZ4E_P_taxonomy_closed_reference.biom,CSM5FZ4G_P_taxonomy_closed_reference.biom,CSM5FZ4I_P_taxonomy_closed_reference.biom,CSM5FZ4O_P_taxonomy_closed_reference.biom,CSM5MCU4_P_taxonomy_closed_reference.biom,CSM5MCU6_P_taxonomy_closed_reference.biom,CSM5MCUI_P_taxonomy_closed_reference.biom,CSM5MCV1_P_taxonomy_closed_reference.biom,CSM5MCV3_P_taxonomy_closed_reference.biom,CSM5MCV5_P_taxonomy_closed_reference.biom,CSM5MCVB_P_taxonomy_closed_reference.biom,CSM5MCVD_P_taxonomy_closed_reference.biom,CSM5MCVF_P_taxonomy_closed_reference.biom,CSM5MCVH_P_taxonomy_closed_reference.biom,CSM5MCVV_P_taxonomy_closed_reference.biom,CSM5MCVZ_P_taxonomy_closed_reference.biom,CSM5MCW8_P_taxonomy_closed_reference.biom,CSM5YRY7_P_taxonomy_closed_reference.biom,ESM5GEZ8_P_taxonomy_closed_reference.biom,ESM5GEZA_P_taxonomy_closed_reference.biom,ESM5ME9G_P_taxonomy_closed_reference.biom,ESM5MEA7_P_taxonomy_closed_reference.biom,ESM5MEBA_P_taxonomy_closed_reference.biom,ESM5MEBL_P_taxonomy_closed_reference.biom,ESM5MEBQ_P_taxonomy_closed_reference.biom,ESM5MEDZ_P_taxonomy_closed_reference.biom,ESM5MEE2_P_taxonomy_closed_reference.biom,ESM5MEE6_P_taxonomy_closed_reference.biom,ESM5MEEA_P_taxonomy_closed_reference.biom,ESM5MEEB_P_taxonomy_closed_reference.biom,ESM5MEEC_P_taxonomy_closed_reference.biom,ESM5MEEG_P_taxonomy_closed_reference.biom,ESM5MEET_P_taxonomy_closed_reference.biom,HSM5FZBP_P_taxonomy_closed_reference.biom,HSM5FZBQ_P_taxonomy_closed_reference.biom,HSM5FZBR_P_taxonomy_closed_reference.biom,HSM5FZBT_P_taxonomy_closed_reference.biom,HSM5FZBU_P_taxonomy_closed_reference.biom,HSM5MD3L_P_taxonomy_closed_reference.biom,HSM5MD3W_P_taxonomy_closed_reference.biom,HSM5MD47_P_taxonomy_closed_reference.biom,HSM5MD4A_P_taxonomy_closed_reference.biom,HSM5MD4B_P_taxonomy_closed_reference.biom,HSM5MD4C_P_taxonomy_closed_reference.biom,HSM5MD4P_P_taxonomy_closed_reference.biom,HSM5MD4R_P_taxonomy_closed_reference.biom,HSM5MD5H_P_taxonomy_closed_reference.biom,HSM5MD7W_P_taxonomy_closed_reference.biom,HSM5MD7Z_P_taxonomy_closed_reference.biom,HSM5MD86_P_taxonomy_closed_reference.biom,HSM5MD87_P_taxonomy_closed_reference.biom,HSM5MD8J_P_taxonomy_closed_reference.biom,MSM5FZ8Y_P_taxonomy_closed_reference.biom,MSM5FZ9N_P_taxonomy_closed_reference.biom,MSM5FZ9Q_P_taxonomy_closed_reference.biom,MSM5FZ9S_P_taxonomy_closed_reference.biom,MSM5FZ9T_P_taxonomy_closed_reference.biom,MSM5FZ9V_P_taxonomy_closed_reference.biom,MSM5FZ9Z_P_taxonomy_closed_reference.biom,MSM5FZA2_P_taxonomy_closed_reference.biom,MSM5LLD8_P_taxonomy_closed_reference.biom,MSM5LLE5_P_taxonomy_closed_reference.biom,MSM5LLE9_P_taxonomy_closed_reference.biom,MSM5LLEN_P_taxonomy_closed_reference.biom,MSM5LLEX_P_taxonomy_closed_reference.biom,MSM5LLFK_P_taxonomy_closed_reference.biom,MSM5LLFO_P_taxonomy_closed_reference.biom,MSM5LLFS_P_taxonomy_closed_reference.biom,MSM5LLFU_P_taxonomy_closed_reference.biom,MSM5LLGD_P_taxonomy_closed_reference.biom,MSM5LLGH_P_taxonomy_closed_reference.biom,MSM5LLGJ_P_taxonomy_closed_reference.biom,MSM5LLGT_P_taxonomy_closed_reference.biom,MSM5LLGV_P_taxonomy_closed_reference.biom,MSM5LLGX_P_taxonomy_closed_reference.biom,MSM5LLH6_P_taxonomy_closed_reference.biom,MSM5LLHE_P_taxonomy_closed_reference.biom,MSM5LLHG_P_taxonomy_closed_reference.biom,MSM5LLHI_P_taxonomy_closed_reference.biom,MSM5LLHK_P_taxonomy_closed_reference.biom,MSM5LLHM_P_taxonomy_closed_reference.biom,MSM5LLHO_P_taxonomy_closed_reference.biom,MSM5LLHZ_P_taxonomy_closed_reference.biom,MSM5LLIC_P_taxonomy_closed_reference.biom,MSM5LLIE_P_taxonomy_closed_reference.biom,MSM5LLIK_P_taxonomy_closed_reference.biom,MSM5LLIM_P_taxonomy_closed_reference.biom,MSM5LLIO_P_taxonomy_closed_reference.biom,MSM5LLIQ_P_taxonomy_closed_reference.biom,MSM5LLIS_P_taxonomy_closed_reference.biom,MSM5ZOJY_P_taxonomy_closed_reference.biom,MSM633FF_P_taxonomy_closed_reference.biom
360761,0,0,0,0,0,0,0,22.0,0,21.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,1.0,0,0,0
360808,0,11.0,0,0,0,0,0,0,0,98.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,3.0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,187.0,172.0,0,0,0,36.0,0,0,0,1.0,1.0,0,0,0
360890,0,0,0,0,0,0,0,1.0,0,6.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.0,0,0,0,0,0,0,0,0,2.0,0,0,0
360946,0,1.0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
361108,8.0,4.0,2.0,0,0,0,0,1.0,0,3.0,6.0,0,0,1.0,1.0,0,0,0,0,0,13.0,2.0,0,0,0,0,0,1.0,0,3.0,0,0,0,0,3.0,0,0,0,0,0,0,0,8.0,0,2.0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,17.0,0,2.0,9.0,0,0,0,17.0,2.0,3.0,0,0,0,0,18.0,0,0,0,3.0,0,6.0,0,0,1.0,0,8.0,0
361266,0,3.0,0,0,0,0,0,118.0,0,0,19.0,0,4.0,0,0,0,1.0,0,0,1.0,0,6.0,2.0,0,5.0,0,0,0,0,2.0,0,1.0,0,0,1.0,0,0,2.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,47.0,2.0,2.0,1.0,0,90.0,131.0,27.0,2.0,1.0,0,0,0,0,0,6.0,3.0,0,0,0,1.0,0,0,0,0,0,4.0,165.0,0,0,0,10.0,6.0,8.0,0,11.0,9.0,0,193.0,0
361398,0,3.0,1.0,0,0,0,0,0,3.0,0,1.0,0,0,0,0,8.0,0,0,0,0,5.0,0,0,0,2.0,0,0,0,0,19.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,4.0,0,0,0,1.0,0,1.0,0,0,2.0,1.0,144.0,3.0,0,2.0,4.0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,423.0,454.0,0,0,0,196.0,9.0,0,0,21.0,5.0,0,0,0
361683,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,2.0,2.0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,14.0,0,0,1.0,0,0,0,0,0,0,3.0,41.0,241.0,0,4.0,400.0,1457.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1.0,2.0,18.0,0,0,0,0,0,313.0,3.0
361811,49.0,25.0,10.0,0,4.0,0,0,19571.0,29.0,8.0,1212.0,0,358.0,0,14.0,89.0,47.0,0,0,20.0,21.0,311.0,40.0,5.0,430.0,2.0,0,6457.0,0,196.0,0,204.0,201.0,0,203.0,0,0,72.0,7.0,1.0,0,13.0,41.0,90.0,0,8.0,0,0,0,125.0,0,150.0,18.0,13.0,0,10.0,0,0,5446.0,112.0,153.0,67.0,0,10753.0,15694.0,3432.0,202.0,5.0,4.0,246.0,0,68.0,0,1577.0,283.0,0,0,0,34.0,51.0,33.0,0,0,0,395.0,21808.0,0,0,62.0,850.0,1015.0,1152.0,0,635.0,603.0,0,15194.0,19.0
361845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,9.0,0,12.0,0,0,0,0
361864,0,0,0,0,0,0,0,0,0,3.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,8.0,2.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,5.0,0
362078,1.0,9.0,0,0,0,0,0,210.0,2.0,125.0,49.0,0,47.0,0,1.0,38.0,0,0,0,0,0,14.0,0,0,1.0,0,0,152.0,0,104.0,0,0,0,0,0,0,0,1.0,33.0,0,0,0,0,0,27.0,10.0,0,0,0,3.0,0,76.0,0,0,0,0,0,0,4.0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,10.0,0,0,2.0,3.0
362342,0,1.0,0,0,0,0,0,12.0,2.0,2.0,7.0,0,8.0,0,0,1.0,0,0,0,0,94.0,6.0,0,0,0,0,0,10.0,0,2.0,0,0,0,0,0,0,1.0,1.0,19.0,0,0,0,0,2.0,22.0,1.0,0,0,0,13.0,0,11.0,1.0,0,1.0,0,0,0,2.0,0,1.0,342.0,0,0,1.0,0,0,0,0,0,0,1.0,0,13.0,2.0,0,0,0,13.0,9.0,12.0,0,0,0,1.0,54.0,0,0,1.0,34.0,4.0,2.0,0,0,0,0,1.0,0
362470,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,0,0,1.0,0,12.0,5.0,0,1.0,0,0,0,0
362501,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,104.0,0,0,0,0,17.0,27.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0
362539,32.0,60.0,155.0,0,21.0,0,0,10.0,0,19.0,83.0,0,7.0,0,1.0,10.0,2.0,0,0,9.0,40.0,14.0,7.0,1.0,97.0,0,0,114.0,0,215.0,0,3.0,4.0,0,19.0,0,0,33.0,62.0,3.0,0,5.0,107.0,110.0,3.0,3.0,0,0,0,1.0,0,2.0,174.0,7.0,0,3.0,0,0,995.0,1770.0,2656.0,1289.0,0,1826.0,1068.0,7324.0,1.0,1990.0,0,11.0,0,324.0,0,29.0,29.0,0,0,0,281.0,228.0,67.0,0,0,0,1.0,27.0,0,0,0,31.0,13.0,115.0,0,17.0,42.0,0,2059.0,4.0
362765,11.0,0,1.0,0,0,0,0,8.0,0,3.0,0,0,0,0,0,0,1.0,0,0,0,53.0,0,0,1.0,22.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,28.0,15.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0
362793,0,1.0,0,0,1.0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,10.0,5.0,1.0,0,0,2.0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,1.0,0,0,0,0,0,2.0,0,758.0,4945.0,0,2.0,3.0,10.0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,10.0,2.0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,8.0,0
362991,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363035,0,2.0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363232,0,2.0,0,0,0,0,0,79.0,0,1.0,1.0,0,69.0,0,1.0,3.0,17.0,0,0,1.0,0,0,0,0,97.0,1.0,0,221.0,0,6.0,0,78.0,24.0,0,40.0,0,0,104.0,1.0,0,0,2.0,0,0,61.0,0,0,0,0,5.0,0,24.0,0,1.0,0,0,0,0,99.0,0,0,10.0,0,60.0,42.0,17.0,1.0,6.0,0,34.0,0,5.0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,126.0,0,0,0,68.0,46.0,36.0,0,57.0,6.0,0,99.0,0
363389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,56.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,299.0,3.0,0,0,0,0,0,0,10.0,0,0,0,2.0,0,0,0,0,0,1.0,0,0,2.0,0,522.0,1.0,0,0,0,3.0,0,0,0,3.0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.0,0,0,1.0,13.0
363400,1277.0,13.0,26.0,0,4.0,0,0,236.0,4.0,17.0,21.0,0,293.0,3.0,47.0,21.0,2.0,0,0,4278.0,1097.0,25.0,10894.0,6.0,58.0,0,0,178.0,0,15.0,0,625.0,217.0,0,585.0,0,5.0,40.0,582.0,16.0,0,4.0,498.0,112.0,71.0,0,0,0,0,77.0,0,15.0,56.0,33.0,0,22.0,0,0,4375.0,1485.0,537.0,11334.0,0,9471.0,3670.0,1451.0,32.0,3684.0,2.0,239.0,0,16.0,0,1354.0,198.0,0,0,0,955.0,1374.0,419.0,0,0,0,26.0,254.0,0,0,0,1203.0,41.0,274.0,0,635.0,36.0,0,4152.0,53.0
363507,12.0,0,0,0,0,0,0,2.0,0,5.0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,69.0,13.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,31.0,90.0,19.0,0,0,0,0,0,0,0,3.0,0,0,1.0,0,0,1.0,0,2.0,0
363519,1.0,1.0,2.0,0,0,0,0,30.0,0,6.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,15.0,0,4.0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3.0,297.0,0,0,0,0,1.0,0,0,0,4.0,0,0,0
363646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,2.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,7.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363731,23.0,34.0,62.0,0,10.0,0,0,8.0,67.0,13.0,38.0,0,35.0,4.0,51.0,527.0,8.0,0,0,29.0,3643.0,45.0,29.0,109.0,83.0,0,0,1.0,0,15.0,0,25.0,10.0,0,20.0,0,0,98.0,4934.0,1.0,0,15.0,101.0,64.0,0,193.0,0,0,0,1387.0,0,13.0,18.0,19.0,0,35.0,0,0,65440.0,23.0,57.0,93.0,0,34909.0,62169.0,6401.0,206.0,16.0,11.0,14.0,2.0,23.0,0,88.0,19.0,0,0,0,35.0,14.0,15.0,0,0,0,3441.0,13577.0,0,0,2.0,1302.0,67.0,58.0,0,18.0,129.0,0,417.0,124.0
363844,0,1.0,0,0,0,0,0,28.0,0,9.0,0,0,11.0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,33.0,0,0,0,0,1.0,0,0,0,0,0,6.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,58.0,3888.0,0,0,0,1.0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,37.0,71.0,121.0,0,0,0,0,83.0,0,0,3.0,110.0,17.0,16.0,0,67.0,2.0,0,1.0,0
363881,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364179,52.0,74.0,41.0,0,6.0,0,0,14.0,2.0,2703.0,6.0,0,122.0,0,182.0,18.0,3.0,0,0,5.0,25.0,10.0,2.0,4.0,55.0,0,0,41.0,0,15.0,0,11.0,3.0,0,7.0,0,0,72.0,11.0,4.0,0,2.0,17.0,27.0,46.0,0,0,0,0,1.0,0,23.0,7.0,2.0,0,2.0,0,0,5.0,3.0,244.0,18.0,0,2.0,4.0,4.0,330.0,1.0,0,70.0,0,260.0,0,174.0,12.0,0,0,0,72.0,14.0,22.0,0,0,0,2206.0,199.0,0,0,16.0,244.0,27273.0,292.0,0,3359.0,12.0,0,9.0,0
364203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0
364341,0,0,2.0,0,0,0,0,0,0,0,0,0,7.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,1.0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364563,5215.0,444.0,11.0,0,3.0,0,0,6904.0,8.0,596.0,13.0,0,13505.0,0,124.0,90.0,266.0,0,0,289.0,331.0,8.0,6.0,73.0,8270.0,28.0,0,3065.0,0,659.0,0,5168.0,2741.0,1.0,7420.0,0,20.0,168.0,30.0,4.0,1.0,31.0,95.0,117.0,79.0,3.0,0,0,0,68.0,0,4284.0,50.0,75.0,10.0,19.0,0,0,272.0,1670.0,4814.0,98.0,0,228.0,123.0,18.0,595.0,109.0,15.0,31706.0,3.0,493.0,0,142.0,28.0,0,0,0,3087.0,10224.0,3049.0,0,0,0,3232.0,12142.0,1.0,0,102.0,5783.0,16084.0,4793.0,2.0,21847.0,176.0,0,43.0,86.0
364722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648884,25.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,10.0,3.0,14.0,0,11.0,0,0,0,0
364903,10.0,9.0,11.0,0,5.0,0,0,4.0,5.0,9.0,20.0,0,12.0,1.0,16.0,7.0,7.0,0,0,8.0,7.0,30.0,1.0,1.0,28.0,0,0,0,0,2.0,0,4.0,5.0,0,7.0,0,0,26.0,2.0,0,0,2.0,50.0,18.0,0,0,0,0,0,7.0,0,4.0,2.0,4.0,0,4.0,0,0,5.0,8.0,12.0,12.0,0,0,2.0,9.0,7.0,3.0,4.0,12744.0,0,11.0,0,23.0,6.0,0,0,0,13.0,2.0,4.0,0,0,0,8.0,2.0,0,0,0,17.0,15162.0,13.0,1.0,9848.0,16.0,0,28.0,0
364926,22.0,476.0,30.0,0,4.0,0,0,10.0,0,6459.0,20.0,0,5463.0,1.0,40.0,22.0,6.0,0,0,13.0,5.0,28.0,11.0,3.0,52.0,0,0,212818.0,0,29768.0,0,5.0,13.0,0,41.0,0,0,67.0,305.0,31.0,5.0,9.0,65.0,274.0,0,6.0,0,0,2.0,19.0,0,6.0,143.0,3.0,0,9.0,0,0,9.0,12.0,3521.0,50.0,0,2.0,4.0,11.0,4738.0,13.0,3.0,43.0,0,92.0,0,479.0,29.0,0,0,0,11098.0,10143.0,17143.0,0,0,0,122.0,197.0,0,0,6929.0,2059.0,62.0,21.0,0,18.0,63.0,0,46.0,3.0
365118,121.0,33.0,1.0,0,3.0,0,0,122.0,0,1.0,1.0,0,3.0,0,1.0,0,1.0,0,0,1.0,380.0,0,2.0,0,1.0,0,0,1.0,0,1.0,0,17.0,17.0,0,17.0,0,0,1.0,19.0,0,0,0,1.0,1.0,0,0,0,0,0,4.0,0,4.0,0,0,0,0,0,0,69.0,0,2.0,6.0,0,607.0,108.0,196.0,12.0,0,0,39.0,0,0,0,2.0,0,0,0,0,93.0,92.0,16.0,0,0,0,4.0,42.0,0,0,0,8.0,12.0,126.0,0,91.0,7.0,0,316.0,1.0
365385,0,1.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,1.0,1.0,0,0,31.0,0,0,25.0,0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,8.0,3.0,0,0,0,0,0,0,0,0,0,10.0,0,0,23.0,9.0,0,1.0,0,0,0,1.0,0,0,0,3.0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,30.0,0,0,0,0,0,0,0,0
365484,41.0,4.0,1.0,0,0,0,0,17.0,3.0,0,0,0,2.0,0,1.0,0,0,0,0,1.0,135.0,0,0,1.0,1.0,0,0,3.0,0,0,0,0,1.0,0,2.0,0,0,0,3.0,0,0,1.0,1.0,3.0,0,0,0,0,0,6.0,0,1.0,0,0,0,1.0,0,0,5.0,1.0,0,2.0,0,259.0,35.0,216.0,14.0,1.0,0,4.0,0,1.0,0,1.0,0,0,0,0,6.0,6.0,1.0,0,0,0,2.0,10.0,0,0,0,5.0,0,7.0,0,6.0,0,0,76.0,1.0
365496,0,0,0,0,0,0,0,0,0,1.0,0,0,677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
365634,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,9.0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,2.0,9.0,0,2.0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,13.0,0
365842,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365965,0,3.0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
366068,1513.0,297.0,3.0,0,3.0,0,0,3503.0,1.0,244.0,11.0,0,14123.0,1.0,28.0,116.0,660.0,0,0,75.0,108.0,13.0,1.0,30.0,13083.0,27.0,0,6.0,0,8913.0,0,7403.0,2819.0,0,10155.0,0,0,175.0,2828.0,83.0,0,26.0,120.0,3903.0,0,0,1.0,0,0,27.0,0,2546.0,3919.0,460.0,0,415.0,0,0,122.0,10167.0,1682.0,106.0,0,654.0,33.0,8.0,1023.0,389.0,5.0,21517.0,0,2101.0,0,6246.0,577.0,0,0,0,1923.0,7240.0,5839.0,0,0,0,1337.0,5581.0,0,0,1.0,1669.0,4450.0,3614.0,1.0,32454.0,887.0,0,35.0,1.0
