	sample	lambda
68	('EP018067', 3, 'EP018067_K30_BCKD.otu_table.biom')	1.0
69	('EP018067', 4, 'EP018067_K40_BCKD.otu_table.biom')	1.0
70	('EP018067', 5, 'EP018067_K50_MCKD.otu_table.biom')	1.0
71	('EP021899', 10, 'EP021899_K100_BCKD.otu_table.biom')	1.0
72	('EP021899', 1, 'EP021899_K10_MCKD.otu_table.biom')	1.0
73	('EP021899', 12, 'EP021899_K120_MCKD.otu_table.biom')	1.0
74	('EP021899', 13, 'EP021899_K130_BCKD.otu_table.biom')	1.0
75	('EP021899', 2, 'EP021899_K20_MCKD.otu_table.biom')	1.0
76	('EP021899', 4, 'EP021899_K40_MCKD.otu_table.biom')	1.0
77	('EP021899', 8, 'EP021899_K80_MCKD.otu_table.biom')	1.0
78	('EP023111', 1, 'EP023111_K10_MCKD.otu_table.biom')	1.0
79	('EP023111', 2, 'EP023111_K20_MCKD.otu_table.biom')	1.0
80	('EP023111', 3, 'EP023111_K30_MCKD.otu_table.biom')	1.0
81	('EP023111', 4, 'EP023111_K40_MCKD.otu_table.biom')	1.0
82	('EP023111', 5, 'EP023111_K50_BC1D.otu_table.biom')	1.0
83	('EP028055', 10, 'EP028055_K100_MCKD.otu_table.biom')	1.0
84	('EP028055', 1, 'EP028055_K10_MCKD.otu_table.biom')	1.0
85	('EP028055', 11, 'EP028055_K110_BCKD.otu_table.biom')	0.0
86	('EP028055', 2, 'EP028055_K20_MCKD.otu_table.biom')	1.0
87	('EP028055', 3, 'EP028055_K30_MCKD.otu_table.biom')	1.0
88	('EP028055', 4, 'EP028055_K40_MCKD.otu_table.biom')	1.0
89	('EP028055', 6, 'EP028055_K60_MCKD.otu_table.biom')	1.0
90	('EP031863', 1, 'EP031863_K10_MCKD.otu_table.biom')	1.0
91	('EP031863', 2, 'EP031863_K20_BCKD.otu_table.biom')	1.0
92	('EP031863', 5, 'EP031863_K50_MCKD.otu_table.biom')	1.0
93	('EP031863', 6, 'EP031863_K60_BCKD.otu_table.biom')	1.0
94	('EP034068', 10, 'EP034068_K100_BCKD.otu_table.biom')	1.0
95	('EP034068', 1, 'EP034068_K10_MCKD.otu_table.biom')	1.0
96	('EP034068', 2, 'EP034068_K20_MCKD.otu_table.biom')	1.0
97	('EP034068', 3, 'EP034068_K30_MCKD.otu_table.biom')	1.0
98	('EP034068', 4, 'EP034068_K40_MCKD.otu_table.biom')	1.0
99	('EP034068', 5, 'EP034068_K50_MCKD.otu_table.biom')	1.0
100	('EP034068', 8, 'EP034068_K80_BCKD.otu_table.biom')	1.0
101	('EP034068', 9, 'EP034068_K90_MCKD.otu_table.biom')	1.0
102	('EP035045', 2, 'EP035045_K20_MCKD.otu_table.biom')	1.0
103	('EP035045', 3, 'EP035045_K30_MCKD.otu_table.biom')	1.0
104	('EP035045', 5, 'EP035045_K50_BC1D.otu_table.biom')	1.0
105	('EP035045', 6, 'EP035045_K60_MCKD.otu_table.biom')	1.0
106	('EP036702', 1, 'EP036702_K10_MCKD.otu_table.biom')	1.0
107	('EP036702', 2, 'EP036702_K20_MCKD.otu_table.biom')	1.0
108	('EP036702', 3, 'EP036702_K30_MCKD.otu_table.biom')	1.0
109	('EP036702', 6, 'EP036702_K60_BCKD.otu_table.biom')	1.0
110	('EP036702', 8, 'EP036702_K80_BCKD.otu_table.biom')	1.0
111	('EP038468', 10, 'EP038468_K100_MCKD.otu_table.biom')	1.0
112	('EP038468', 1, 'EP038468_K10_MCKD.otu_table.biom')	1.0
113	('EP038468', 11, 'EP038468_K110_BCKD.otu_table.biom')	1.0
114	('EP038468', 2, 'EP038468_K20_MCKD.otu_table.biom')	1.0
115	('EP038468', 3, 'EP038468_K30_MCKD.otu_table.biom')	1.0
116	('EP038468', 4, 'EP038468_K40_MCKD.otu_table.biom')	1.0
117	('EP038468', 5, 'EP038468_K50_MCKD.otu_table.biom')	1.0
118	('EP038468', 9, 'EP038468_K90_BCKD.otu_table.biom')	1.0
119	('EP044068', 1, 'EP044068_K10_MCKD.otu_table.biom')	1.0
120	('EP044068', 11, 'EP044068_K110_BCKD.otu_table.biom')	1.0
121	('EP044068', 12, 'EP044068_K120_MCKD.otu_table.biom')	1.0
122	('EP044068', 2, 'EP044068_K20_MCKD.otu_table.biom')	1.0
123	('EP044068', 3, 'EP044068_K30_MCKD.otu_table.biom')	1.0
124	('EP044068', 4, 'EP044068_K40_MCKD.otu_table.biom')	1.0
125	('EP044068', 5, 'EP044068_K50_MCKD.otu_table.biom')	1.0
126	('EP044068', 8, 'EP044068_K80_BCKD.otu_table.biom')	1.0
127	('EP044415', 1, 'EP044415_K10_MCKD.otu_table.biom')	1.0
128	('EP044415', 2, 'EP044415_K20_MCKD.otu_table.biom')	1.0
129	('EP044415', 4, 'EP044415_K40_BCKD.otu_table.biom')	1.0
130	('EP044415', 5, 'EP044415_K50_MCKD.otu_table.biom')	1.0
131	('EP044415', 6, 'EP044415_K60_MCKD.otu_table.biom')	1.0
132	('EP045004', 1, 'EP045004_K10_MCKD.otu_table.biom')	1.0
133	('EP045004', 11, 'EP045004_K110_BCKD.otu_table.biom')	1.0
134	('EP045004', 12, 'EP045004_K120_MCKD.otu_table.biom')	1.0
135	('EP045004', 13, 'EP045004_K130_BCKD.otu_table.biom')	1.0
136	('EP045004', 2, 'EP045004_K20_MCKD.otu_table.biom')	1.0
137	('EP045004', 5, 'EP045004_K50_MCKD.otu_table.biom')	1.0
138	('EP045004', 7, 'EP045004_K70_MCKD.otu_table.biom')	1.0
139	('EP049012', 10, 'EP049012_K100_BCKD.otu_table.biom')	1.0
140	('EP049012', 1, 'EP049012_K10_MCKD.otu_table.biom')	1.0
141	('EP049012', 11, 'EP049012_K110_MCKD.otu_table.biom')	1.0
142	('EP049012', 2, 'EP049012_K20_MCKD.otu_table.biom')	1.0
143	('EP049012', 3, 'EP049012_K30_MCKD.otu_table.biom')	1.0
144	('EP049012', 4, 'EP049012_K40_MCKD.otu_table.biom')	1.0
145	('EP049012', 5, 'EP049012_K50_MCKD.otu_table.biom')	1.0
146	('EP049012', 7, 'EP049012_K70_BCKD.otu_table.biom')	1.0
147	('EP052210', 10, 'EP052210_K100_BCKD.otu_table.biom')	1.0
148	('EP052210', 1, 'EP052210_K10_MCKD.otu_table.biom')	1.0
149	('EP052210', 2, 'EP052210_K20_MCKD.otu_table.biom')	1.0
150	('EP052210', 4, 'EP052210_K40_MCKD.otu_table.biom')	0.0
151	('EP052210', 6, 'EP052210_K60_BCKD.otu_table.biom')	1.0
152	('EP052210', 9, 'EP052210_K90_MCKD.otu_table.biom')	0.0
153	('EP056457', 1, 'EP056457_K10_MCKD.otu_table.biom')	1.0
154	('EP056457', 2, 'EP056457_K20_MCKD.otu_table.biom')	1.0
155	('EP056457', 3, 'EP056457_K30_BC1D.otu_table.biom')	1.0
156	('EP059416', 1, 'EP059416_K10_MCKD.otu_table.biom')	1.0
157	('EP059416', 2, 'EP059416_K20_MCKD.otu_table.biom')	1.0
158	('EP059416', 3, 'EP059416_K30_MCKD.otu_table.biom')	1.0
159	('EP059416', 4, 'EP059416_K40_MCKD.otu_table.biom')	1.0
160	('EP059416', 6, 'EP059416_K60_BCKD.otu_table.biom')	1.0
161	('EP059416', 7, 'EP059416_K70_BCKD.otu_table.biom')	1.0
162	('EP059416', 9, 'EP059416_K90_MCKD.otu_table.biom')	1.0
163	('EP062329', 1, 'EP062329_K10_MCKD.otu_table.biom')	1.0
164	('EP062329', 2, 'EP062329_K20_MCKD.otu_table.biom')	1.0
165	('EP062329', 3, 'EP062329_K30_MCKD.otu_table.biom')	1.0
166	('EP062329', 4, 'EP062329_K40_MCKD.otu_table.biom')	1.0
167	('EP062329', 5, 'EP062329_K50_MCKD.otu_table.biom')	1.0
168	('EP062329', 6, 'EP062329_K60_BCKD.otu_table.biom')	0.0
169	('EP062329', 8, 'EP062329_K80_BCKD.otu_table.biom')	1.0
170	('EP062329', 9, 'EP062329_K90_MCKD.otu_table.biom')	1.0
171	('EP063938', 1, 'EP063938_K10_MCKD.otu_table.biom')	1.0
172	('EP063938', 2, 'EP063938_K20_MCKD.otu_table.biom')	1.0
173	('EP063938', 3, 'EP063938_K30_MCKD.otu_table.biom')	1.0
174	('EP063938', 4, 'EP063938_K40_MCKD.otu_table.biom')	1.0
175	('EP063938', 7, 'EP063938_K70_BCKD.otu_table.biom')	1.0
176	('EP063938', 8, 'EP063938_K80_MCKD.otu_table.biom')	1.0
177	('EP063938', 9, 'EP063938_K90_BCKD.otu_table.biom')	1.0
178	('EP065458', 10, 'EP065458_K100_BCKD.otu_table.biom')	1.0
179	('EP065458', 1, 'EP065458_K10_MCKD.otu_table.biom')	1.0
180	('EP065458', 2, 'EP065458_K20_MCKD.otu_table.biom')	1.0
181	('EP065458', 3, 'EP065458_K30_MCKD.otu_table.biom')	1.0
182	('EP065458', 4, 'EP065458_K40_MCKD.otu_table.biom')	1.0
183	('EP065458', 8, 'EP065458_K80_BCKD.otu_table.biom')	1.0
184	('EP065458', 9, 'EP065458_K90_MCKD.otu_table.biom')	1.0
185	('EP066677', 4, 'EP066677_K40_BCKD.otu_table.biom')	1.0
186	('EP066677', 5, 'EP066677_K50_BCKD.otu_table.biom')	1.0
187	('EP067259', 1, 'EP067259_K10_MCKD.otu_table.biom')	1.0
188	('EP067259', 2, 'EP067259_K20_MCKD.otu_table.biom')	1.0
189	('EP067259', 3, 'EP067259_K30_MCKD.otu_table.biom')	1.0
190	('EP067259', 4, 'EP067259_K40_MCKD.otu_table.biom')	1.0
191	('EP067259', 6, 'EP067259_K60_BCKD.otu_table.biom')	1.0
192	('EP067259', 8, 'EP067259_K80_MCKD.otu_table.biom')	1.0
193	('EP067259', 9, 'EP067259_K90_BCKD.otu_table.biom')	1.0
194	('EP070043', 1, 'EP070043_K10_MCKD.otu_table.biom')	1.0
195	('EP070043', 2, 'EP070043_K20_MCKD.otu_table.biom')	1.0
196	('EP070043', 3, 'EP070043_K30_MCKD.otu_table.biom')	1.0
197	('EP070043', 4, 'EP070043_K40_MCKD.otu_table.biom')	1.0
198	('EP070043', 6, 'EP070043_K60_BCKD.otu_table.biom')	0.0
199	('EP070043', 7, 'EP070043_K70_BCKD.otu_table.biom')	1.0
200	('EP070043', 9, 'EP070043_K90_MCKD.otu_table.biom')	1.0
201	('EP072314', 1, 'EP072314_K10_MCKD.otu_table.biom')	1.0
202	('EP072314', 11, 'EP072314_K110_MCKD.otu_table.biom')	1.0
203	('EP072314', 3, 'EP072314_K30_MCKD.otu_table.biom')	1.0
204	('EP072314', 5, 'EP072314_K50_MCKD.otu_table.biom')	1.0
205	('EP072314', 7, 'EP072314_K70_BCKD.otu_table.biom')	1.0
206	('EP072463', 1, 'EP072463_K10_MCKD.otu_table.biom')	1.0
207	('EP072463', 8, 'EP072463_K80_BCKD.otu_table.biom')	1.0
208	('EP074002', 1, 'EP074002_K10_MCKD.otu_table.biom')	1.0
209	('EP074002', 3, 'EP074002_K30_BCKD.otu_table.biom')	1.0
210	('EP074002', 6, 'EP074002_K60_BCKD.otu_table.biom')	1.0
211	('EP074002', 7, 'EP074002_K70_MCKD.otu_table.biom')	1.0
212	('EP075340', 1, 'EP075340_K10_MCKD.otu_table.biom')	1.0
213	('EP075340', 4, 'EP075340_K40_MCKD.otu_table.biom')	1.0
214	('EP075340', 7, 'EP075340_K70_MCKD.otu_table.biom')	1.0
215	('EP075428', 1, 'EP075428_K10_MCKD.otu_table.biom')	1.0
216	('EP075428', 2, 'EP075428_K20_BCKD.otu_table.biom')	1.0
217	('EP075428', 5, 'EP075428_K50_BCKD.otu_table.biom')	1.0
218	('EP075428', 6, 'EP075428_K60_MCKD.otu_table.biom')	1.0
219	('EP075428', 7, 'EP075428_K70_MCKD.otu_table.biom')	1.0
220	('EP077464', 1, 'EP077464_K10_MCKD.otu_table.biom')	1.0
221	('EP077500', 1, 'EP077500_K10_MCKD.otu_table.biom')	1.0
222	('EP077500', 2, 'EP077500_K20_BCKD.otu_table.biom')	1.0
223	('EP077500', 3, 'EP077500_K30_MCKD.otu_table.biom')	1.0
224	('EP077500', 5, 'EP077500_K50_BCKD.otu_table.biom')	1.0
225	('EP077500', 6, 'EP077500_K60_MCKD.otu_table.biom')	1.0
226	('EP080581', 1, 'EP080581_K10_MCKD.otu_table.biom')	1.0
227	('EP080581', 2, 'EP080581_K20_BCKD.otu_table.biom')	0.0
228	('EP080581', 5, 'EP080581_K50_MCKD.otu_table.biom')	1.0
229	('EP080581', 6, 'EP080581_K60_BCKD.otu_table.biom')	1.0
230	('EP080581', 7, 'EP080581_K70_MCKD.otu_table.biom')	1.0
231	('EP081373', 1, 'EP081373_K10_MCKD.otu_table.biom')	1.0
232	('EP081373', 2, 'EP081373_K20_MCKD.otu_table.biom')	1.0
233	('EP081373', 3, 'EP081373_K30_MCKD.otu_table.biom')	1.0
234	('EP081373', 4, 'EP081373_K40_MCKD.otu_table.biom')	1.0
235	('EP081373', 5, 'EP081373_K50_MCKD.otu_table.biom')	1.0
236	('EP081373', 6, 'EP081373_K60_BCKD.otu_table.biom')	1.0
237	('EP081373', 8, 'EP081373_K80_MCKD.otu_table.biom')	1.0
238	('EP081373', 9, 'EP081373_K90_BCKD.otu_table.biom')	1.0
239	('EP081859', 1, 'EP081859_K10_MCKD.otu_table.biom')	1.0
240	('EP082756', 1, 'EP082756_K10_MCKD.otu_table.biom')	1.0
241	('EP082756', 11, 'EP082756_K110_BCKD.otu_table.biom')	1.0
242	('EP082756', 12, 'EP082756_K120_MCKD.otu_table.biom')	1.0
243	('EP082756', 2, 'EP082756_K20_MCKD.otu_table.biom')	1.0
244	('EP082756', 3, 'EP082756_K30_MCKD.otu_table.biom')	1.0
245	('EP082756', 4, 'EP082756_K40_MCKD.otu_table.biom')	1.0
246	('EP082756', 5, 'EP082756_K50_MCKD.otu_table.biom')	1.0
247	('EP082756', 6, 'EP082756_K60_MCKD.otu_table.biom')	1.0
248	('EP082756', 9, 'EP082756_K90_BCKD.otu_table.biom')	1.0
249	('EP085140', 1, 'EP085140_K10_MCKD.otu_table.biom')	1.0
250	('EP085140', 2, 'EP085140_K20_MCKD.otu_table.biom')	1.0
251	('EP086560', 1, 'EP086560_K10_MCKD.otu_table.biom')	1.0
252	('EP087695', 1, 'EP087695_K10_MCKD.otu_table.biom')	1.0
253	('EP087695', 2, 'EP087695_K20_MCKD.otu_table.biom')	1.0
254	('EP087695', 3, 'EP087695_K30_MCKD.otu_table.biom')	1.0
255	('EP087695', 4, 'EP087695_K40_MCKD.otu_table.biom')	1.0
256	('EP087695', 5, 'EP087695_K50_BCKD.otu_table.biom')	1.0
257	('EP087695', 6, 'EP087695_K60_MCKD.otu_table.biom')	1.0
258	('EP087695', 7, 'EP087695_K70_BCKD.otu_table.biom')	1.0
259	('EP090347', 1, 'EP090347_K10_MCKD.otu_table.biom')	1.0
260	('EP090347', 2, 'EP090347_K20_MCKD.otu_table.biom')	1.0
261	('EP090347', 3, 'EP090347_K30_MCKD.otu_table.biom')	1.0
262	('EP090829', 1, 'EP090829_K10_MCKD.otu_table.biom')	1.0
263	('EP090829', 2, 'EP090829_K20_MCKD.otu_table.biom')	1.0
264	('EP090829', 3, 'EP090829_K30_MCKD.otu_table.biom')	1.0
265	('EP090829', 4, 'EP090829_K40_MCKD.otu_table.biom')	1.0
266	('EP090829', 7, 'EP090829_K70_BCKD.otu_table.biom')	1.0
267	('EP090829', 8, 'EP090829_K80_MCKD.otu_table.biom')	1.0
268	('EP090829', 9, 'EP090829_K90_BCKD.otu_table.biom')	1.0
269	('EP093201', 1, 'EP093201_K10_MCKD.otu_table.biom')	1.0
270	('EP093201', 4, 'EP093201_K40_MCKD.otu_table.biom')	1.0
271	('EP093201', 5, 'EP093201_K50_MCKD.otu_table.biom')	1.0
272	('EP093201', 8, 'EP093201_K80_BC1D.otu_table.biom')	1.0
273	('EP094101', 1, 'EP094101_K10_MCKD.otu_table.biom')	1.0
274	('EP094101', 3, 'EP094101_K30_BCKD.otu_table.biom')	1.0
275	('EP094101', 4, 'EP094101_K40_BCKD.otu_table.biom')	1.0
276	('EP096310', 1, 'EP096310_K10_MCKD.otu_table.biom')	1.0
277	('EP096310', 2, 'EP096310_K20_BCKD.otu_table.biom')	1.0
278	('EP096310', 4, 'EP096310_K40_MCKD.otu_table.biom')	1.0
279	('EP096310', 5, 'EP096310_K50_BCKD.otu_table.biom')	1.0
280	('EP096728', 1, 'EP096728_K10_MCKD.otu_table.biom')	1.0
281	('EP096728', 2, 'EP096728_K20_MCKD.otu_table.biom')	1.0
282	('EP096728', 3, 'EP096728_K30_MCKD.otu_table.biom')	0.0
283	('EP096728', 5, 'EP096728_K50_MCKD.otu_table.biom')	1.0
284	('EP096728', 6, 'EP096728_K60_BC1D.otu_table.biom')	1.0
285	('EP097937', 1, 'EP097937_K10_MCKD.otu_table.biom')	1.0
286	('EP097937', 2, 'EP097937_K20_MCKD.otu_table.biom')	1.0
287	('EP097937', 3, 'EP097937_K30_MCKD.otu_table.biom')	1.0
288	('EP097937', 5, 'EP097937_K50_BCKD.otu_table.biom')	1.0
289	('EP097937', 7, 'EP097937_K70_MCKD.otu_table.biom')	1.0
290	('EP097937', 8, 'EP097937_K80_BCKD.otu_table.biom')	1.0
291	('EP098909', 1, 'EP098909_K10_MCKD.otu_table.biom')	1.0
292	('EP098909', 2, 'EP098909_K20_MCKD.otu_table.biom')	1.0
293	('EP098909', 3, 'EP098909_K30_MCKD.otu_table.biom')	1.0
294	('EP098909', 4, 'EP098909_K40_MCKD.otu_table.biom')	1.0
295	('EP098909', 5, 'EP098909_K50_BCKD.otu_table.biom')	1.0
296	('EP098909', 8, 'EP098909_K80_BCKD.otu_table.biom')	1.0
297	('EP098909', 9, 'EP098909_K90_MCKD.otu_table.biom')	1.0
298	('EP100948', 1, 'EP100948_K10_MCKD.otu_table.biom')	1.0
299	('EP100948', 2, 'EP100948_K20_MCKD.otu_table.biom')	1.0
300	('EP100948', 3, 'EP100948_K30_MCKD.otu_table.biom')	1.0
301	('EP100948', 6, 'EP100948_K60_MCKD.otu_table.biom')	1.0
302	('EP100948', 7, 'EP100948_K70_BC1D.otu_table.biom')	1.0
303	('EP101319', 1, 'EP101319_K10_MCKD.otu_table.biom')	1.0
304	('EP101319', 2, 'EP101319_K20_MCKD.otu_table.biom')	1.0
305	('EP101319', 3, 'EP101319_K30_MCKD.otu_table.biom')	1.0
306	('EP101319', 5, 'EP101319_K50_BC1D.otu_table.biom')	1.0
307	('EP101319', 6, 'EP101319_K60_MCKD.otu_table.biom')	1.0
308	('EP101628', 1, 'EP101628_K10_MCKD.otu_table.biom')	1.0
309	('EP101628', 2, 'EP101628_K20_MCKD.otu_table.biom')	1.0
310	('EP101628', 3, 'EP101628_K30_MCKD.otu_table.biom')	1.0
311	('EP101628', 4, 'EP101628_K40_MCKD.otu_table.biom')	1.0
312	('EP101628', 5, 'EP101628_K50_MCKD.otu_table.biom')	1.0
313	('EP101628', 6, 'EP101628_K60_BCKD.otu_table.biom')	1.0
314	('EP101628', 8, 'EP101628_K80_MCKD.otu_table.biom')	1.0
315	('EP101628', 9, 'EP101628_K90_BCKD.otu_table.biom')	1.0
316	('EP103789', 1, 'EP103789_K10_MCKD.otu_table.biom')	1.0
317	('EP103789', 5, 'EP103789_K50_BCKD.otu_table.biom')	1.0
318	('EP103789', 7, 'EP103789_K70_MCKD.otu_table.biom')	1.0
319	('EP103789', 9, 'EP103789_K90_BCKD.otu_table.biom')	1.0
320	('EP104056', 10, 'EP104056_K100_BCKD.otu_table.biom')	1.0
321	('EP104056', 2, 'EP104056_K20_MCKD.otu_table.biom')	1.0
322	('EP104056', 3, 'EP104056_K30_MCKD.otu_table.biom')	1.0
323	('EP104056', 4, 'EP104056_K40_MCKD.otu_table.biom')	1.0
324	('EP104056', 5, 'EP104056_K50_MCKD.otu_table.biom')	1.0
325	('EP104056', 6, 'EP104056_K60_BCKD.otu_table.biom')	1.0
326	('EP104056', 9, 'EP104056_K90_MCKD.otu_table.biom')	1.0
327	('EP107715', 1, 'EP107715_K10_MCKD.otu_table.biom')	1.0
328	('EP107715', 3, 'EP107715_K30_BCKD.otu_table.biom')	1.0
329	('EP107715', 4, 'EP107715_K40_MCKD.otu_table.biom')	1.0
330	('EP107715', 7, 'EP107715_K70_BCKD.otu_table.biom')	1.0
331	('EP111886', 1, 'EP111886_K10_MCKD.otu_table.biom')	1.0
332	('EP111886', 2, 'EP111886_K20_MCKD.otu_table.biom')	1.0
333	('EP111886', 3, 'EP111886_K30_MCKD.otu_table.biom')	1.0
334	('EP111886', 4, 'EP111886_K40_MCKD.otu_table.biom')	1.0
335	('EP111886', 5, 'EP111886_K50_MCKD.otu_table.biom')	1.0
336	('EP111886', 6, 'EP111886_K60_BCKD.otu_table.biom')	1.0
337	('EP111886', 9, 'EP111886_K90_BCKD.otu_table.biom')	1.0
338	('EP113416', 10, 'EP113416_K100_MCKD.otu_table.biom')	1.0
339	('EP113416', 1, 'EP113416_K10_MCKD.otu_table.biom')	1.0
340	('EP113416', 2, 'EP113416_K20_MCKD.otu_table.biom')	1.0
341	('EP113416', 3, 'EP113416_K30_MCKD.otu_table.biom')	1.0
342	('EP113416', 4, 'EP113416_K40_MCKD.otu_table.biom')	1.0
343	('EP113416', 6, 'EP113416_K60_BCKD.otu_table.biom')	0.49
344	('EP113600', 1, 'EP113600_K10_MCKD.otu_table.biom')	1.0
345	('EP113600', 2, 'EP113600_K20_MCKD.otu_table.biom')	1.0
346	('EP113600', 3, 'EP113600_K30_MCKD.otu_table.biom')	1.0
347	('EP113600', 4, 'EP113600_K40_MCKD.otu_table.biom')	1.0
348	('EP113600', 5, 'EP113600_K50_BCKD.otu_table.biom')	1.0
349	('EP113600', 7, 'EP113600_K70_MCKD.otu_table.biom')	1.0
350	('EP113600', 8, 'EP113600_K80_BCKD.otu_table.biom')	1.0
351	('EP113883', 1, 'EP113883_K10_MCKD.otu_table.biom')	1.0
352	('EP113883', 2, 'EP113883_K20_MCKD.otu_table.biom')	1.0
353	('EP113883', 3, 'EP113883_K30_MCKD.otu_table.biom')	1.0
354	('EP113883', 5, 'EP113883_K50_BCKD.otu_table.biom')	1.0
355	('EP113883', 7, 'EP113883_K70_BCKD.otu_table.biom')	1.0
356	('EP113883', 9, 'EP113883_K90_MCKD.otu_table.biom')	1.0
357	('EP116104', 1, 'EP116104_K10_MCKD.otu_table.biom')	1.0
